"set.id","set.name","year","set.num.parts","theme.id","theme.name","sub.theme.name","sub.sub.theme.name","inventory.id","inv.num.sets","inv.num.parts","total.parts","part.id","part.name","part.category.id","part.category.name","part.is.spare","color.id","color.name","color.hex","color.is.trans","text.color.hex","gender","num.parts"
"9781409314103-1","City: Big City Life",2012,8,497,"Books",NA,NA,28074,NA,1,1,"3626bpr0216","Minifig Head Male Messy Red Hair, Smile, White Pupils Print (Pepper) [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"9781409314110-1","City: Harbour Activity Book",2013,9,497,"Books",NA,NA,28069,NA,1,1,"3626bpr0680","Minifig Head Male Black Eyebrows, Vertical Cheek Lines, Chin Dimple and Wide Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"9781409333586-1","Star Wars: The Yoda Chronicles",2013,4,497,"Books",NA,NA,13681,NA,1,1,"3626cpr1149","Minifig Head Black Eyebrows, Cheek, Chin and Forehead Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"9781465455987-1","The Lego Collector's Set",2018,12,497,"Books",NA,NA,27630,NA,1,1,"3626apr0001","Minifig Head Standard Grin Print [Solid Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"9781465455987-1","The Lego Collector's Set",2018,12,497,"Books",NA,NA,27630,NA,1,1,"3626cpr1119","Minifig Head Dual Sided Chima Lion with Orange Eyes, Brown Nose, Teeth, Closed / Open Mouth Print [Hollow Stud]",59,"Minifig Heads",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000","Unknown",1
"9781465455987-1","The Lego Collector's Set",2018,12,497,"Books",NA,NA,27630,NA,1,1,"3626cpr1581","Minifig Head Moustache Mutton Chops with Brown and Gray Sideburns, Brown and Gray Eyebrows, Pupils Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"9781465473684-1","Disney Princess - Build Your Own Adventure",2018,83,497,"Books",NA,NA,29279,NA,1,1,"11816pr0008","Minidoll Head with Light Blue Eyes, Reddish Brown Eyebrows, Pink Lips, and Open Mouth Print (Cinderella)",62,"Minidoll Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"9781465475459-1","DC Comics Super Heroes: Visual Dictionary",2018,5,497,"Books",NA,NA,29034,NA,1,1,"3626cpr9897","Minifig Head Dual Sided, Yellow Headband Angry, Frown",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"9781789050455-1","Star Wars Rebels Forever",2017,4,497,"Books",NA,NA,28162,NA,1,1,"3626cpr1944","MINI HEAD NO. 1944",59,"Minifig Heads",FALSE,92,"Flesh","#D09168",FALSE,"#FFFFFF","Unknown",1
"9781912564644-1","City: Join the Police",2018,10,497,"Books",NA,NA,28102,NA,1,1,"3626cpr2140","Minifig Head Black Eyebrows, Brown Crooked Mustache [Recessed Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"9781912564972-1","Ninjago - Annual 2019",2018,16,497,"Books",NA,NA,28512,NA,1,1,"3626cpr0412","Minifig Head with Dark Azure Eyes and Angry Eyebrows Print (Ninjago Zane)",59,"Minifig Heads",FALSE,179,"Flat Silver","#898788",FALSE,"#FFFFFF","Unknown",1
"9784-1","FIRST LEGO League Challenge 2001 - Arctic Impact",2001,1388,398,"FIRST LEGO League",NA,NA,11369,NA,5,5,"3626bpx88","Minifig Head Glasses with Dark Ski Goggles Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",5
"9785-1","Robo Technology Set [Serial Cable]",2003,221,507,"Educational and Dacta",NA,NA,10459,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"9786-1","Robo Technology Set [USB Cable]",2003,221,507,"Educational and Dacta",NA,NA,5807,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"9786-1","Robo Technology Set [USB Cable]",2003,221,507,"Educational and Dacta",NA,NA,26338,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"Alpharetta-1","LEGO Store Grand Opening Exclusive Set, North Point Mall, Alpharetta, GA",2012,15,408,"LEGO Brand Store",NA,NA,11479,NA,1,1,"3626bpr0314","Minifig Head Glasses with Brown Thin Eyebrows, Smile Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"Alpharetta-1","LEGO Store Grand Opening Exclusive Set, North Point Mall, Alpharetta, GA",2012,15,408,"LEGO Brand Store",NA,NA,11479,NA,1,1,"3626bpr0892","Minifig Head Female with Black Thin Eyebrows, Eyelashes, White Pupils and Red Lips Smile Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"Alpharetta-1","LEGO Store Grand Opening Exclusive Set, North Point Mall, Alpharetta, GA",2012,15,408,"LEGO Brand Store",NA,NA,11479,NA,1,1,"3626cpb0323","Minifig Head Beard Red-Brown, Sneer, Eyepatch Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"Beachwood-1","LEGO Store Grand Opening Exclusive Set, Beachwood Place, Beachwood, OH",2011,12,408,"LEGO Brand Store",NA,NA,4411,NA,1,1,"3626bpr0001","Minifig Head Standard Grin Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"Beachwood-1","LEGO Store Grand Opening Exclusive Set, Beachwood Place, Beachwood, OH",2011,12,408,"LEGO Brand Store",NA,NA,4411,NA,1,1,"3626bpr0647","Minifig Head Female with Peach Lips, Open Mouth Smile, Brown Eyebrows Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"Beachwood-1","LEGO Store Grand Opening Exclusive Set, Beachwood Place, Beachwood, OH",2011,12,408,"LEGO Brand Store",NA,NA,4411,NA,1,1,"3626bpr0677","Minifig Head Brown Eyebrows and Freckles, Open Smile, White Pupils Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"celeb2015-1","Tatooine Mini-build - Star Wars Celebration Exclusive",2015,178,158,"Star Wars",NA,NA,14874,NA,1,1,"30480pr0001","Minifig Head Modified C-3PO / K-3PO Protocol Droid with Yellow Eyes Print",59,"Minifig Heads",FALSE,297,"Pearl Gold","#AA7F2E",FALSE,"#FFFFFF","Unknown",1
"CELEB2017-1","Detention Block Rescue (Star Wars Celebration 2017 Exclusive Set)",2017,220,169,"Star Wars","Star Wars Episode 4/5/6",NA,19275,NA,1,1,"3626cpr1368","Minifig Head Dual Sided Brown Eyebrows, Black Eyes, Wrinkles and Smile / Grim Print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"CELEB2017-1","Detention Block Rescue (Star Wars Celebration 2017 Exclusive Set)",2017,220,169,"Star Wars","Star Wars Episode 4/5/6",NA,19275,NA,1,1,"3626cpr1670","Minifig Head Dual Sided Closed Mouth, Dark Tan Eyebrows, Frown / Slight Smile (Luke Skywalker) [Recessed Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"celebvi-1","Boba Fett’s Slave I - Mini - Star Wars Celebration VI Exclusive",2012,81,169,"Star Wars","Star Wars Episode 4/5/6",NA,8982,NA,1,1,"3626bpr0922","Minifig Head Balaclava with Face Hole, Stubble and Rakish Smile Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Male",1
"comcon001-1","Clone Wars Pack - San Diego Comic-Con 2008 Exclusive",2008,33,165,"Star Wars","Star Wars Clone Wars",NA,14233,NA,4,4,"3626bpr0525","Minifig Head Male Black Thick Eyebrows, Large Eyes, Cheek Lines Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",4
"comcon001-1","Clone Wars Pack - San Diego Comic-Con 2008 Exclusive",2008,33,165,"Star Wars","Star Wars Clone Wars",NA,14233,NA,1,1,"3626bpr0548","Minifig Head Male Thick Eyebrows, Brown Eyes, Five O'Clock Shadow Print (SW Captain Rex) [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon002-1","Indiana Jones Brickmaster Pack - San Diego Comic-Con 2008 Exclusive",2008,114,265,"Indiana Jones","Kingdom of the Crystal Skull",NA,9904,NA,2,2,"3626bpr0546","Minifig Head with Forehead Tattoo, White Pupils, Red Print on Reverse [Blocked Open Stud]",59,"Minifig Heads",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF","Unknown",2
"comcon003-1","Batman and Joker Minifig Pack - San Diego Comic-Con 2008 Exclusive",2008,9,484,"Super Heroes","Batman",NA,8549,NA,1,1,"3626bpr0469","Minifig Head with Huge Grin, Red Hair, and Headset Print flex [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"comcon003-1","Batman and Joker Minifig Pack - San Diego Comic-Con 2008 Exclusive",2008,9,484,"Super Heroes","Batman",NA,8549,NA,1,1,"3626bpr0476","Minifig Head with Pursed Lips and White Forehead Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"comcon004-1","Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive",2009,16,165,"Star Wars","Star Wars Clone Wars",NA,6451,NA,1,1,"3626bpr0525","Minifig Head Male Black Thick Eyebrows, Large Eyes, Cheek Lines Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon004-1","Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive",2009,16,165,"Star Wars","Star Wars Clone Wars",NA,6451,NA,1,1,"3626bpr0555","Minifig Head with Ahsoka Tano Blue Eyes Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,25,"Orange","#FE8A18",FALSE,"#FFFFFF","Unknown",1
"comcon004-1","Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive",2009,16,165,"Star Wars","Star Wars Clone Wars",NA,6451,NA,1,1,"3626bpr0571","Minifig Head Male Forehead and Cheek Lines, Furrowed Brow Print (SW Clone Wars Mace) [Blocked Open Stud]",59,"Minifig Heads",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF","Male",1
"comcon005-1","Collectible Display Set 2 - San Diego Comic-Con 2009 Exclusive",2009,12,169,"Star Wars","Star Wars Episode 4/5/6",NA,9269,NA,1,1,"3626bpr0607","Minifig Head Beard with Brown Trim Beard (angular below mouth), Eyebrows and Smile Print (Crix Madine) [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon005-1","Collectible Display Set 2 - San Diego Comic-Con 2009 Exclusive",2009,12,169,"Star Wars","Star Wars Episode 4/5/6",NA,9269,NA,1,1,"3626bpr0635","Minifig Head Male SW Brown Eyebrows and Chin Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon005-1","Collectible Display Set 2 - San Diego Comic-Con 2009 Exclusive",2009,12,169,"Star Wars","Star Wars Episode 4/5/6",NA,9269,NA,1,1,"64808pr0001","Minifig Head Modified Mon Calamari",59,"Minifig Heads",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF","Unknown",1
"comcon006-1","Collectible Display Set 4 - San Diego Comic-Con 2009 Exclusive",2009,30,165,"Star Wars","Star Wars Clone Wars",NA,10684,NA,1,1,"3626bpr0549","Minifig Head with Blue Eyes, Red Lips and Dark Purple Markings Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"comcon006-1","Collectible Display Set 4 - San Diego Comic-Con 2009 Exclusive",2009,30,165,"Star Wars","Star Wars Clone Wars",NA,10684,NA,1,1,"3626bpr0569","Minifig Head Beard Gray with Gray Eyebrows, Downturned Mouth, Deeply Furrowed Brow Print (Dooku Clone Wars) [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon006-1","Collectible Display Set 4 - San Diego Comic-Con 2009 Exclusive",2009,30,165,"Star Wars","Star Wars Clone Wars",NA,10684,NA,1,1,"50994","Minifig Head Modified - General Grievous",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"comcon007-1","Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive",2009,17,169,"Star Wars","Star Wars Episode 4/5/6",NA,2851,NA,1,1,"3626b","Minifig Head Plain [Blocked Open Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"comcon007-1","Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive",2009,17,169,"Star Wars","Star Wars Episode 4/5/6",NA,2851,NA,1,1,"3626bpr0342","Minifig Head Male Smirk and Brown Eyebrows Print [Han Solo] [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon007-1","Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive",2009,17,169,"Star Wars","Star Wars Episode 4/5/6",NA,2851,NA,1,1,"3626bpr0402","Minifig Head Male Scars Gray Left & Right, Gray Eyebrows Print (Darth Vader 10188) [Blocked Open Stud]",59,"Minifig Heads",FALSE,71,"Light Bluish Gray","#A0A5A9",FALSE,"#FFFFFF","Male",1
"comcon008-1","Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive",2009,16,169,"Star Wars","Star Wars Episode 4/5/6",NA,14596,NA,1,1,"30483pr01","Minifig Head Wookiee with Silver Bandolier / Black Nose Print",59,"Minifig Heads",FALSE,70,"Reddish Brown","#582A12",FALSE,"#FFFFFF","Unknown",1
"comcon008-1","Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive",2009,16,169,"Star Wars","Star Wars Episode 4/5/6",NA,14596,NA,1,1,"3626bpr0342","Minifig Head Male Smirk and Brown Eyebrows Print [Han Solo] [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon008-1","Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive",2009,16,169,"Star Wars","Star Wars Episode 4/5/6",NA,14596,NA,1,1,"3626bpr0635","Minifig Head Male SW Brown Eyebrows and Chin Dimple Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon009-1","Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive",2009,17,165,"Star Wars","Star Wars Clone Wars",NA,13596,NA,1,1,"3626bpr0514","Minifig Head Male Brown Thick Eyebrows, Blue Eyes, Scar and Lines Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon009-1","Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive",2009,17,165,"Star Wars","Star Wars Clone Wars",NA,13596,NA,1,1,"3626bpr0525","Minifig Head Male Black Thick Eyebrows, Large Eyes, Cheek Lines Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon009-1","Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive",2009,17,165,"Star Wars","Star Wars Clone Wars",NA,13596,NA,1,1,"3626bpr0547","Minifig Head Beard Thick with Lines, Brown Eyebrows, Moustache, Large Blue Eyes Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon013-1","Super Heroes Unite - Green Lantern - San Diego Comic-Con 2011 Exclusive",2011,4,486,"Super Heroes","Justice League",NA,16188,NA,1,1,"3626cpb0780","Minifig Head Dual Sided Male Mask Green with Eyeholes and Smirk / Bared Teeth Print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon016-1","Super Heroes Unite - Green Lantern - New York Comic-Con 2011 Exclusive",2011,4,486,"Super Heroes","Justice League",NA,11707,NA,1,1,"3626cpb0780","Minifig Head Dual Sided Male Mask Green with Eyeholes and Smirk / Bared Teeth Print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon017-1","Super Heroes Unite - Superman - New York Comic-Con 2011 Exclusive",2011,5,489,"Super Heroes","Superman",NA,194,NA,1,1,"3626cpr0901","Minifig Head Dual Sided Black Eyebrows and Cheek Lines, Frown / Determined Print (Superman) [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"comcon019-1","Darth Maul’s Sith Infiltrator - Mini - San Diego Comic-Con 2012 Exclusive",2012,91,158,"Star Wars",NA,NA,14426,NA,1,1,"3626bpb0722","Minifig Head Alien with SW Darth Maul, Red Face and Teeth Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"comcon021-1","Super Heroes Unite - Phoenix Jean Gray - San Diego Comic-Con 2012 Exclusive",2012,5,491,"Super Heroes","X-Men",NA,7527,NA,1,1,"3626cpb1002","Minifig Head Dual Sided Female Eyelashes and Red Lips, Smile / Yellow Eyes Angry Print (Phoenix Jean Grey) [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1
"comcon023-1","Super Heroes Unite - Venom - San Diego Comic-Con 2012 Exclusive",2012,3,488,"Super Heroes","Spider-Man",NA,15893,NA,1,1,"3626cpb1072","Minifig Head Alien with Large White Eyes Print (Comic-Con Spider-Man in Black Symbiote Costume) [Hollow Stud]",59,"Minifig Heads",FALSE,0,"Black","#05131D",FALSE,"#FFFFFF","Unknown",1
"comcon024-1","Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive",2012,110,169,"Star Wars","Star Wars Episode 4/5/6",NA,10778,NA,1,1,"3626cpr0635","Minifig Head Brown Eyebrows, White Pupils and Chin Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"comcon028-1","Spider-Man - San Diego Comic-Con 2013 Exclusive",2013,1,488,"Super Heroes","Spider-Man",NA,7098,NA,1,1,"3626cpr0966","Minifig Head Alien with Spider-Man Black Web Print [Hollow Stud]",59,"Minifig Heads",FALSE,4,"Red","#C91A09",FALSE,"#FFFFFF","Unknown",1
"comcon029-1","Black Superman - San Diego Comic-Con 2013 Exclusive",2013,3,489,"Super Heroes","Superman",NA,9171,NA,1,1,"3626cpr0901","Minifig Head Dual Sided Black Eyebrows and Cheek Lines, Frown / Determined Print (Superman) [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"comcon031-1","Azog - San Diego Comic-Con 2013 Exclusive",2013,6,564,"The Hobbit and Lord of the Rings","The Hobbit","The Desolation of Smaug",10455,NA,1,1,"16338pr0001","Minifig Head Modified Azog with Dark Tan Markings on Face and Chest, Light Blue Eyes Print",59,"Minifig Heads",FALSE,19,"Tan","#E4CD9E",FALSE,"#000000","Unknown",1
"comcon033-1","Micro Scale Bag End - San Diego Comic-Con 2013 Exclusive",2013,130,563,"The Hobbit and Lord of the Rings","The Hobbit","An Unexpected Journey",7915,NA,1,1,"3626cpr1081","Minifig Head Dual Sided Brown Eyebrows, Calm / Scared Print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"comcon034-1","Rocket Raccoon’s Warbird",2014,145,483,"Super Heroes","Guardians of the Galaxy",NA,15883,NA,1,1,"17013pb02","Minifig Head Modified Raccoon with Dark Red and Black Shoulder Pads Print (Rocket)",59,"Minifig Heads",FALSE,72,"Dark Bluish Gray","#6C6E68",FALSE,"#FFFFFF","Unknown",1
"comcon035-1","The Collector - San Diego Comic-Con 2014 Exclusive",2014,8,483,"Super Heroes","Guardians of the Galaxy",NA,3336,NA,1,1,"3626cpb1261","Head Dual Sided Gray and White Eyebrows, Cheek Lines, Raised Eyebrow / Bared Teeth Pattern - Stud Recessed",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"comcon037-1","Batman Classic TV Series Batmobile",2014,152,484,"Super Heroes","Batman",NA,3018,NA,1,1,"3626cpr0896","Minifig Head Dual Sided White Strip on Forehead and Cheek Lines, Frown / Determined Print (Batman) [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"comcon037-1","Batman Classic TV Series Batmobile",2014,152,484,"Super Heroes","Batman",NA,3018,NA,1,1,"3626cpr1764","Minifig Head Dual Sided Mask Green with Eyeholes and Smiling / Scared Print (Robin) [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"comcon038-1","Bard the Bowman",2014,5,565,"The Hobbit and Lord of the Rings","The Hobbit","The Battle of the Five Armies",5601,NA,1,1,"3626cpr1313","Minifig Head Dual Sided Long Black Sideburns, Moustache, Goatee, Smirking / Angry Print [Hollow Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Male",1
"comcon046-1","All New Captain America (Sam Wilson) - San Diego Comic-Con 2015 Exclusive",2015,5,487,"Super Heroes","Avengers",NA,11748,NA,1,1,"3626cpb1387","Head Dual Sided Balaclava, Silver Goggles with Red Lenses, Teeth / Closed Mouth Pattern (Sam Wilson)",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"comcon052-1","Batgirl - New York Comic-Con 2016 Exclusive",2016,5,617,"DC Super Hero Girls",NA,NA,27208,NA,1,1,"11816pr0100","Minidoll Head with Thin Black Pointed Mask, Bright Green Eyes and Dark Pink Lips Print (Batgirl)",62,"Minidoll Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Female",1
"COWT-1","Cities of Wonders - Taiwan: Chiang Kai-shek Memorial Hall",2017,147,619,"LEGO Brand Store","Cities of Wonders",NA,19891,NA,1,1,"3626b","Minifig Head Plain [Blocked Open Stud]",59,"Minifig Heads",FALSE,484,"Dark Orange","#A95500",FALSE,"#FFFFFF","Unknown",1
"DC1-1","Commemorative Limited Edition Batman Announcement",2006,13,484,"Super Heroes","Batman",NA,14526,NA,1,1,"3626bpr0469","Minifig Head with Huge Grin, Red Hair, and Headset Print flex [Blocked Open Stud]",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"DC1-1","Commemorative Limited Edition Batman Announcement",2006,13,484,"Super Heroes","Batman",NA,14526,NA,1,1,"3626bpr0476","Minifig Head with Pursed Lips and White Forehead Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"DCSHDVD1-1","Justice League vs Bizarro League DVD/Blu-Ray",2015,5,501,"Gear",NA,NA,9897,NA,1,1,"3626cpb1302","Head Dual Sided Forehead Band, Dark Gray around Eyes, Teeth with Fangs, Clenched / Open Mouth Print (Batzarro)",59,"Minifig Heads",FALSE,15,"White","#FFFFFF",FALSE,"#000000","Unknown",1
"DCSHDVD2-1","Justice League: Attack of the Legion of Doom DVD/Blu-ray",2015,4,501,"Gear",NA,NA,15730,NA,1,1,"3626cpr9905","Minifig Head Blue Eye Mask Pointed with Eye Holes and Open Smile",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"DesPeres-1","LEGO Store Grand Opening Exclusive Set, West County Center, Des Peres, MO",2013,14,408,"LEGO Brand Store",NA,NA,9552,NA,1,1,"3626cpr0743","Minifig Head Male Crooked Smile, Black Eyebrows, White Pupils, Chin Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"DesPeres-1","LEGO Store Grand Opening Exclusive Set, West County Center, Des Peres, MO",2013,14,408,"LEGO Brand Store",NA,NA,9552,NA,1,1,"3626cpr0893","Minifig Head Female with Peach Lips, Open Mouth Smile, Black Eyebrows Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Female",1
"DesPeres-1","LEGO Store Grand Opening Exclusive Set, West County Center, Des Peres, MO",2013,14,408,"LEGO Brand Store",NA,NA,9552,NA,1,1,"3626cpr0914","Minifig Head Orange Sunglasses with Nose Piece, Smile and Chin Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"DKBATMANVD-1","Batman: The Visual Dictionary",2012,1,501,"Gear",NA,NA,4373,NA,1,1,"3626bpr0896","Minifig Head Dual Sided White Strip on Forehead and Cheek Lines, Frown / Determined Print (Batman) [Blocked Open Stud]",59,"Minifig Heads",FALSE,78,"Light Flesh","#F6D7B3",FALSE,"#000000","Unknown",1
"DKNINJAGO2-1","Brickmaster: Ninjago 2 - Fight The Power Of The Snakes",2012,156,435,"Ninjago",NA,NA,16141,NA,1,1,"3626cpr0745","Minifig Head Male - Raised Bushy Eyebrows, White Pupils and Chin Dimple Print [Hollow Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
"DKNINJAGO2-1","Brickmaster: Ninjago 2 - Fight The Power Of The Snakes",2012,156,435,"Ninjago",NA,NA,16141,NA,1,1,"3626cpr0869","Minifig Head Alien with Yellow Snake Eyes and Mouth with Fangs Print [Hollow Stud]",59,"Minifig Heads",FALSE,27,"Lime","#BBE90B",FALSE,"#000000","Unknown",1
"e1a1403-1","MUJI Moving Set",2011,109,301,"Other",NA,NA,13914,NA,6,6,"3626a","Minifig Head Plain [Solid Stud]",59,"Minifig Heads",FALSE,47,"Trans-Clear","#FCFCFC",TRUE,"#000000","Unknown",6
"Elizabeth-1","LEGO Store Grand Opening Exclusive Set, Jersey Gardens, Elizabeth, NJ",2012,15,408,"LEGO Brand Store",NA,NA,8098,NA,1,1,"3626bpr0314","Minifig Head Glasses with Brown Thin Eyebrows, Smile Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Unknown",1
"Elizabeth-1","LEGO Store Grand Opening Exclusive Set, Jersey Gardens, Elizabeth, NJ",2012,15,408,"LEGO Brand Store",NA,NA,8098,NA,1,1,"3626bpr0386","Minifig Head - Neat Brown Beard with White Pupils and Glasses Print [Blocked Open Stud]",59,"Minifig Heads",FALSE,14,"Yellow","#F2CD37",FALSE,"#000000","Male",1
